fid	dist	x	y	value_s
1	46.0	77756.52073868614	74715.02759235623	{1: 247.00250244140625}
1	47.0	77756.79148513271	74715.9902430518	{1: 247.00250244140625}
1	48.0	77757.06223157927	74716.95289374737	{1: 245.99000549316406}
1	49.0	77757.33297802582	74717.91554444293	{1: 246.82249450683594}
1	50.0	77757.60372447238	74718.8781951385	{1: 247.59500122070312}
1	51.0	77757.87447091895	74719.84084583407	{1: 247.52000427246094}
1	52.0	77758.14521736551	74720.80349652962	{1: 247.37249755859375}
1	53.0	77758.41596381208	74721.7661472252	{1: 247.3300018310547}
1	54.0	77758.68671025863	74722.72879792076	{1: 248.34750366210938}
1	55.0	77758.95745670519	74723.69144861633	{1: 249.43499755859375}
1	56.0	77759.22820315175	74724.6540993119	{1: 249.2574920654297}
1	57.0	77759.49894959832	74725.61675000747	{1: 248.41249084472656}
1	58.0	77759.76969604488	74726.57940070303	{1: 247.4824981689453}
1	59.0	77760.04044249143	74727.5420513986	{1: 247.7550048828125}
1	60.0	77760.311188938	74728.50470209416	{1: 248.13499450683594}
1	61.0	77760.58193538456	74729.46735278972	{1: 247.69749450683594}
1	62.0	77760.85268183112	74730.4300034853	{1: 247.1875}
1	63.0	77761.12342827769	74731.39265418086	{1: 247.53749084472656}
1	64.0	77761.39417472424	74732.35530487643	{1: 246.5699920654297}
1	65.0	77761.6649211708	74733.317955572	{1: 246.5850067138672}
1	66.0	77761.93566761736	74734.28060626757	{1: 247.5625}
1	67.0	77762.20641406393	74735.24325696313	{1: 247.98500061035156}
1	68.0	77762.47716051049	74736.20590765869	{1: 247.19000244140625}
1	69.0	77762.74790695704	74737.16855835426	{1: 246.14999389648438}
1	70.0	77763.0186534036	74738.13120904982	{1: 245.88250732421875}
1	71.0	77763.28939985017	74739.0938597454	{1: 245.88999938964844}
1	72.0	77763.56014629673	74740.05651044096	{1: 245.90249633789062}
1	73.0	77763.8308927433	74741.01916113653	{1: 245.9199981689453}
1	74.0	77764.10163918984	74741.9818118321	{1: 245.92250061035156}
1	75.0	77764.37238563641	74742.94446252767	{1: 245.93499755859375}
1	76.0	77764.64313208297	74743.90711322322	{1: 245.93499755859375}
1	77.0	77764.91387852954	74744.86976391879	{1: 245.94500732421875}
1	78.0	77765.1846249761	74745.83241461436	{1: 245.95999145507812}
1	79.0	77765.45537142265	74746.79506530993	{1: 245.95750427246094}
1	80.0	77765.72611786921	74747.7577160055	{1: 245.9550018310547}
1	81.0	77765.99686431578	74748.72036670106	{1: 245.93499755859375}
1	82.0	77766.26761076234	74749.68301739663	{1: 246.2050018310547}
1	83.0	77766.5383572089	74750.6456680922	{1: 245.9425048828125}
1	84.0	77766.80910365545	74751.60831878775	{1: 249.74000549316406}
1	85.0	77767.07985010202	74752.57096948332	{1: 255.9824981689453}
1	86.0	77767.35059654858	74753.53362017889	{1: 256.3399963378906}
1	87.0	77767.62134299515	74754.49627087446	{1: 256.9150085449219}
1	88.0	77767.89208944171	74755.45892157003	{1: 256.4849853515625}
1	89.0	77768.16283588826	74756.4215722656	{1: 257.4049987792969}
1	90.0	77768.43358233482	74757.38422296116	{1: 257.697509765625}
1	91.0	77768.70432878139	74758.34687365673	{1: 257.37750244140625}
1	92.0	77768.97507522795	74759.30952435228	{1: 256.2024841308594}
1	93.0	77769.24582167451	74760.27217504785	{1: 255.34249877929688}
1	94.0	77769.51656812106	74761.23482574342	{1: 254.5449981689453}
1	95.0	77769.78731456763	74762.19747643899	{1: 253.2324981689453}
1	96.0	77770.05806101419	74763.16012713456	{1: 248.97482299804688}
1	97.0	77770.32880746076	74764.12277783013	{1: 244.5685577392578}
1	98.0	77770.59955390732	74765.0854285257	{1: 243.34286499023438}
1	99.0	77770.87030035387	74766.04807922125	{1: 243.025390625}
1	100.0	77771.14104680043	74767.01072991682	{1: 242.96273803710938}
1	101.0	77771.411793247	74767.97338061238	{1: 242.96273803710938}
1	102.0	77771.68253969356	74768.93603130795	{1: 242.99534606933594}
1	103.0	77771.95328614012	74769.89868200352	{1: 243.0819091796875}
1	104.0	77772.22403258669	74770.86133269909	{1: 243.6598663330078}
1	105.0	77772.49477903324	74771.82398339466	{1: 244.18666076660156}
1	106.0	77772.7655254798	74772.78663409023	{1: 244.50265502929688}
1	107.0	77773.03627192636	74773.74928478578	{1: 245.9008026123047}
